"","title","cites","year","pubid"
"2455","The Natural Landscape as a Determinant and Dominant Factor in the Establishment of Land Development Plans",0,2015,"bnK-pcrLprsC"
"2456","Experiencia clínica en los debates municipales sobre densidades en el corregimiento de Santa Elena a partir de la formulación del proyecto de acuerdo 268 de 2014 de Medellín",0,2015,"70eg2SAEIzsC"
"2457","Veinte números de Ratio Juris: Diez años de contribución a la academia y la investigación jurídica y sociojurídica",0,2015,"R3hNpaxXUhUC"
"2458","SOME STRENGTHS, WEAKNESSES AND CHALLENGES OF LAW IN THE RESEARCH OF URBAN PROBLEMS IN THE MIDDLE OF THE TRANSITION OF POT IN COLOMBIA",0,2014,"7PzlFSSx8tAC"
"2459","THE DEVELOPMENT OF REFERENTIAL AS METHODOLOGICAL CONDITIONER FOR PUBLIC POLICY PROCESSES WITH INDIGENOUS PEOPLES",0,2014,"zYLM7Y9cAGgC"
"2460","Realidades de la política pública para las víctimas desde las narrativas de mujeres negras desplazadas por el conflicto armado interno en Colombia.",0,2014,"NhqRSupF_l8C"
"2461","Upgrading from the Jurisprudence of the Council of State: Legal Issues and Essential Elements as Tax",0,2014,"J-pR_7NvFogC"
"2462","LA INVESTIGACIÓN",0,2014,"nb7KW1ujOQ8C"
"2463","Algunas fortalezas, debilidades y desafíos del derecho en la investigación de problemas urbanos en medio de la transición de los POT en Colombia",0,2014,"4DMP91E08xMC"
"2464","La elaboración del referencial como condicionante metodológico para los procesos de políticas públicas con pueblos indígenas",0,2014,"Zph67rFs4hoC"
"2465","Transición del ordenamiento territorial en Colombia ante el cumplimiento de la vigencia de largo plazo de los planes de ordenamiento territorial (POT)",0,2014,"roLk4NBRz8UC"
"2466","INSTRUMENTS FOR COMPONENT WATER MANAGEMENT IN TRANSITION OF LAND OF MEDELLIN",0,2013,"aqlVkmm33-oC"
"2467","Strengths and weaknesses in socio-legal transition in Colombia Urban Land",0,2013,"ufrVoPGSRksC"
"2468","Mujeres negras desplazadas: narrativas de las víctimas para construir memoria del conflicto en Colombia",0,2013,"WA5NYHcadZ8C"
"2469","Mujer, negra y desplazada: triple victimización en Colombia",0,2013,"35N4QoGY0k4C"
"2470","Producción jurídica desde la investigación monográfica de posgrados de la Universidad Autónoma Latinoamericana",0,2013,"qxL8FJ1GzNcC"
"2471","Indisciplinar el derecho: investigación jurídica y sociojurídica en Colombia....",0,2013,"4TOpqqG69KYC"
"2472","THE DISPLACED BLACK WOMEN IN THE ARMED CONFLICT IN COLOMBIA: SOME MEMOIRS OF THE VICTIMS",0,2012,"-f6ydRqryjwC"
"2473","La investigación en derecho en la Región Andina de Colombia 2008-2011",0,2012,"Se3iqnhoufwC"
"2474","Participación, ambiente y ciudadanía: reflexiones a partir del Municipio de Sabaneta",0,2012,"vV6vV6tmYwMC"
"2475","Ambiente sano y vivienda digna: derechos confrontados en Medellín?",0,2012,"RYcK_YlVTxYC"
"2476","Modelos, corrientes y actores del derecho en Colombia",0,2012,"dhFuZR0502QC"
"2477","Referentes y determinantes de una política pública de planeación urbana en Medellín",0,2011,"mVmsd5A6BfQC"
"2478","Antecedentes problemáticos en la formación de los profesionales del derecho en Colombia",0,2010,"bFI3QPDXJZMC"
"2479","El espacio público en su alcance y dimensión urbana y rural desde el artículo 5 de la ley 9 de 1989",0,2009,"eQOLeE2rZwMC"
"2480","Derecho al espacio público: Un derecho de interés público. Aproximaciones y relación desde el derecho colombiano",0,2009,"Wp0gIr-vW9MC"
"2481","Estado del arte sobre administración de justicia, justicia pública y privada, y justicia y guerra",0,2007,"8k81kl-MbHgC"
"2482","TRAVÉS DE UNA CLÍNICA JURÍDICA",0,2006,"t6usbXjVLHcC"
"2483","PURA Y APLICADA A TRAVÉS DE UNA CUNICA JURÍDICA",0,2006,"0EnyYjriUFMC"
"2484","La enseñanza clínica del derecho",0,2000,"qjMakFHDy7sC"
"2485","TRANSFORMACIONES DE LA INVESTIGACIÓN JuRÍDICA Y SOCIOJuRÍDICA DE LA SuBREGIÓN DEL EJE CAFETERO DE COLOMBIA ENTRE LOS AÑOS 2008-20181",0,NA,"tkaPQYYpVKoC"
"2486","CONTRIBUCIONES A LOS CAMBIOS PARADIGMÁTICOS DEL DERECHO AMBIENTAL A PARTIR DEL ACCESO A LA JUSTICIA DE NIÑAS, NIÑOS Y ADOLESCENTES EN COLOMBIA",0,NA,"1qzjygNMrQYC"
"2487","Convergence of the legal determinants for the territorial planning plans (lmps) and the planning of the state contract: public problems for a public policy",0,NA,"D_sINldO8mEC"
"2488","TRANSFORMACIONES DE LA INVESTIGACIÓN JURÍDICA Y SOCIOJURÍDICA DE LA SUBREGIÓN DEL EJE CAFETERO DE COLOMBIA ENTRE LOS AÑOS 2008-2018",0,NA,"eJXPG6dFmWUC"
"2489","Avanzando en el sendero definido por el pensamiento crítico",0,NA,"VOx2b1Wkg3QC"
"2490","Los desencuentros de la planeación con el espacio vivido en las viviendas de interés prioritario (VIP) en Medellín, Colombia",0,NA,"8AbLer7MMksC"
"2491","DEBATES CONTEMPORáNEOS DEL PROCESO EN",0,NA,"K3LRdlH-MEoC"
"2492","Grupo de investigación Orbis Iuris Facultad de Derecho",0,NA,"P5F9QuxV20EC"
"2493","PROFESOR DE SEGUNDA ENSEÑANZA EN PEDAGOGÍA Y CIENCIAS SOCIALES",0,NA,"CHSYGLWDkRkC"
"2494","La eficacia como categoría para la investigación sociojurídica: referentes para un caso sobre métodos alternativos de resolución de conflictos (MASC) en contratación estatal",0,NA,"dfsIfKJdRG4C"
"2495","Property and Territorial Organization as constitutional precedents in the Public Policy of Urban Planning",0,NA,"HoB7MX3m0LUC"
"2496","El fenómeno de integración subregional: elementos generales, antecedentes históricos y descripción de la Comunidad Andina de Naciones como ejemplo de un modelo particular1",0,NA,"r0BpntZqJG4C"
"2497","LA CONECTIVIDAD DIGITAL COMO DERECHO FUNDAMENTAL EN COLOMBIA.",12,2020,"d1gkVwhDpl0C"
"2498","El in dubio pro reo como fundamento da Responsabilidade do Estado",7,2018,"u5HHmVD_uO8C"
"2499","Digital Connectivity as a Fundamental Right in Colombia/LA CONECTIVIDAD DIGITAL COMO DERECHO FUNDAMENTAL EN COLOMBIA.",5,2020,"YsMSGLbcyi4C"
"2500","Autenticidad y debido proceso en los mensajes de Whatsapp: Una revisión en los casos de divorcio",1,2021,"W7OEmFMy1HYC"
"2501","Colombia: investigación sociojurídica",1,2021,"eQOLeE2rZwMC"
"2502","Implicaciones jurídicas de la evidencia digital en el proceso judicial colombiano",1,2020,"9yKSN-GCB0IC"
"2503","Colombia: Investigación Sociojurídica. Capítulo de libro: Constitutionalization of the civil process within the Colombian republican state",0,2021,"IjCSPb-OGe4C"
"2504","Colombia: Investigación Sociojurídica. Capítulo de libro: Diagnóstico de la violencia escolar: una mirada desde los estudiantes de los grados quinto y sexto de tres …",0,2021,"UeHWp8X0CEIC"
"2505","Derecho probatorio en el régimen de derecho público colombiano1",0,2021,"Tyk-4Ss8FVUC"
"2506","Derecho probatorio en el régimen de derecho público colombiano, en Homenaje a Michele Taruffo un jurista del futuro: el legado de Taruffo para Latinoamérica.",0,2021,"zYLM7Y9cAGgC"
"2507","Generalidades  del Decreto 806 de 2020. Cartilla de Justicia Digital: Guía práctica para el acceso a la justicia en tiempos de virtualidad",0,2021,"qjMakFHDy7sC"
"2508","Debates contemporáneos del proceso en un mundo que se transforma. Capítulo: Una mirada actual del medio ambiente en Colombia, un panorama convencional, normativo y jurisprudencial",0,2020,"2osOgNQ5qMEC"
"2509","uNA MIRADA ACTuAL DEL MEDIO AMBIENTE EN COLOMBIA, uN PANORAMA CONVENCIONAL, NORMATIVO Y JuRISPRuDENCIAL",0,NA,"WF5omc3nYNoC"
"2510","LA CONECTIVIDAD DIGITAL COMO DERECHO FUNDAMENTAL EN COLOMBIA",0,NA,"Y0pCki6q_DkC"
"2511","Revisión de la Literatura sobre la Toma de Decisiones Éticas en Organizaciones",12,2019,"8k81kl-MbHgC"
"2512","Practically wise ethical decision-making: An ethnographic application to the UNE-Millicom merger",10,2019,"hqOjcs7Dif8C"
"2513","Propina y economía del Don: la subcontratación de empacadores en supermercados de Bogotá",10,2006,"UeHWp8X0CEIC"
"2514","Cuando la neutralidad no existe: Historia reciente del Urabá antioqueño",7,2009,"2osOgNQ5qMEC"
"2515","Juventud, género y trabajo. Una mirada a formas de empleo juvenil en Colombia.",7,2007,"IjCSPb-OGe4C"
"2516","¿ Qué es género? De los chistes en la web al análisis crítico social",1,2014,"zYLM7Y9cAGgC"
"2517","Praxis integral e innovación social",1,2013,"roLk4NBRz8UC"
"2518","Género, poder y violencia: Autobiografía de un «empoderamiento familiar»",1,2010,"LkGwnXOMwfcC"
"2519","Tendencias teóricas y desafíos en la comunicación de la responsabilidad social corporativa",0,2022,"dhFuZR0502QC"
"2520","Aprender a di-sentir. El mindfulness como virtud en la toma de decisiones ética",0,2022,"7PzlFSSx8tAC"
"2521","Mindfulness en la toma de decisiones: Una herramienta de auto-entrenamiento para fracasar mejor",0,2021,"9ZlFYXVOiuMC"
"2522","Conocimiento sobre las aplicaciones del mindfulness a la mediación de conflictos: revisión bibliográfica mixta",0,2021,"QIV2ME_5wuYC"
"2523","Turismo y prosperidad: una revisión al papel del turismo en la prosperidad de las comunidades receptoras en el marco de los ODS frente al COVID-19",0,2020,"mVmsd5A6BfQC"
"2524","El pacto global y el aporte de las empresas frente a los ODS. Caso de estudio Proyectos Turísticos Comunitarios",0,2020,"Wp0gIr-vW9MC"
"2525","La Revisión Bibliográfica Integral (ReBI) como método transdisciplinar. Su relevancia frente a los Objetivos de Desarrollo Sostenible (ODS)",0,2020,"4DMP91E08xMC"
"2526","Aportes colombianos en la bibliografía sobre comunicación de la responsabilidad social: hacia una comunicación estratégica para el desarrollo sostenible",0,2020,"4TOpqqG69KYC"
"2527","It s not easy to be me. Las angustias del superman contemporáneo",0,2011,"aqlVkmm33-oC"
"2528","There is not hopeful tomorrow. El conjuro de una desazón en Chiquitita",0,2011,"qxL8FJ1GzNcC"
"2529","Género, trabajo y proyectos de vida:¿“Rarezas” de jóvenes empacadores/as colombianos/as?",0,2011,"eQOLeE2rZwMC"
"2530","La masculinidad como ficción en telenovelas colombianas",0,2009,"M3ejUd6NZC8C"
"2531","Aprender en el camino… Por un rostro joven del sindicalismo colombiano",0,2009,"YsMSGLbcyi4C"
"2532","Aprender en el camino… Por un rostro joven del sindicalismo colombiano Jóvenes y participación en la Central Unitaria de Trabajadores de Colombia (CUT)",0,NA,"3fE2CSJIrl8C"
"2533","Aprender en el camino… Por un rostro joven del sindicalismo colombiano-yYHQHV\SDUWLFLSDFLyQ HQ OD &HQWUDO 8QLWDULD GH 7UDEDMDGRUHV GH &RORPELD &87",0,NA,"ufrVoPGSRksC"
"2534","TRABAJO DE CAMPO Y «(ANTI) CEGUERA DE GÉNERO»: APUNTES PARA UNA INVESTIGACIÓN SOBRE CARRERAS, PAREJA Y MUNDO LABORAL DE JÓVENES EN BOGOTÁ1",0,NA,"WF5omc3nYNoC"
"2535","Violencia de género: escenarios sociojurídicos del conflicto en Guatemala y Colombia",24,2016,"2osOgNQ5qMEC"
"2536","Paradigmas emergentes da contabilidade e as tendências investigativas de alto impacto",10,2017,"u5HHmVD_uO8C"
"2537","El Acoso Laboral desde la perspectiva jurisprudencial de la Corte Constitucional Colombiana",3,2017,"9yKSN-GCB0IC"
"2538","Autenticidad y debido proceso en los mensajes de Whatsapp: Una revisión en los casos de divorcio",1,2021,"kNdYIx-mwKoC"
"2539","Colombia: investigación sociojurídica",1,2021,"KlAtU1dfN6UC"
"2540","Reflexiones sobre el derecho y el juez algoritmo",1,2020,"_FxGoFyzp5QC"
"2541","Gender violence: sociolegal scenarios of the conflicts in Guatemala and Colombia",1,2016,"d1gkVwhDpl0C"
"2542","Autenticidad y debido proceso en los mensajes de Whatsapp: Una revisión en los casos de divorcio",0,2021,"3fE2CSJIrl8C"
"2543","Criterios jurisprudenciales de la Corte Interamericana de Derechos Humanos, para la aplicación del control de convencionalidad directo, al fenómeno del desplazamiento forzado …",0,2021,"Zph67rFs4hoC"
"2544","Derecho probatorio en el régimen de derecho público colombiano, en Homenaje a Michele Taruffo un jurista del futuro: el legado de Taruffo para Latinoamérica.",0,2021,"MXK_kJrjxJIC"
"2545","Derecho probatorio en el régimen de derecho público colombiano",0,2021,"8k81kl-MbHgC"
"2546","El Desplazamiento forzado en las sentencias de la Corte Interamericana de Derechos Humanos",0,2021,"5nxA0vEk-isC"
"2547","uNA MIRADA ACTuAL DEL MEDIO AMBIENTE EN COLOMBIA, uN PANORAMA CONVENCIONAL, NORMATIVO Y JuRISPRuDENCIAL",0,2021,"roLk4NBRz8UC"
"2548","Una Mirada actual del medio ambiente en Colombia, un panorama convencional, normativo y jurisprudencial",0,2020,"LkGwnXOMwfcC"
"2549","Reflections on the law and the algorithm judge",0,2020,"ufrVoPGSRksC"
"2550","Artículo de reflexión derivada de investigación1",0,2020,"YsMSGLbcyi4C"
"2551","Implementação de direitos humanos no ordenamento jurídico colombiano, um enfoque a partir da Constituição Política Nacional e do bloco de constitucionalidade",0,2018,"W7OEmFMy1HYC"
"2552","Accounting emerging paradigms and high impact research tendencies",0,2017,"Y0pCki6q_DkC"
"2553","Labor Harassment from the Jurisprudential Perspective of the Colombian Constitutional Court",0,2017,"WF5omc3nYNoC"
"2554","Paradigmas emergentes de la contabilidad y las tendencias investigativas de alto impacto",0,2017,"Tyk-4Ss8FVUC"
"2555","DESARROLLO INTERDISCIPLINAR DEL DERECHO, MEDIO DE ACCIO´N DE PRA´CTICAS",0,2016,"eQOLeE2rZwMC"
"2556","Violencia de género: escenarios sociojurídicos del conflicto en Guatemala y Colombia",0,2016,"u-x6o8ySG0sC"
"2557","Economía, Sociedad y Procesos Hegemónicos en la Provincia de Misiones (ESOHE). 16H328",0,2014,"ULOm3_A8WrAC"
"2558","Validez y eficacia del contrato de maternidad subrogada en el ordenamiento jurídico colombiano",7,2015,"2osOgNQ5qMEC"
"2559","Validez y Eficacia del Contrato de Maternidad Subrogada en el Ordenamiento Jurídico Colombiano",7,NA,"IjCSPb-OGe4C"
"2560","Afectaciones al derecho a un medio ambiente sano ya los derechos humanos ocasionados por la puesta en marcha de la central hidroeléctrica de Itaipú",2,2018,"YsMSGLbcyi4C"
"2561","Compromiso del Estado frente al reconocimiento de las víctimas del conflicto armado en Colombia, medidas para la construcción de una paz estable y duradera",0,2017,"W7OEmFMy1HYC"
"2562","Análisis Jurídico del Trafico y Donación de Componentes Anatómicos en Colombia",0,NA,"zYLM7Y9cAGgC"
"2563","Retos y desafíos del Medio Ambiente en el Postconflicto Colombiano",0,NA,"UeHWp8X0CEIC"
"2564","LA FLEXIBILIDAD PROBATORIA EN EL PROCEDIMIENTO DE LA CORTE INTERAMERICANA DE DERECHOS HUMANOS",9,2012,"2osOgNQ5qMEC"
"2565","Síndrome de alienación parental: valoración probatoria del dictamen pericial",4,2015,"u5HHmVD_uO8C"
"2566","Cambios en el Derecho de las Familias en el Proyecto de Reforma del Código Civil de la Universidad Nacional de Colombia a la luz de los pronunciamientos de la Corte …",0,2022,"qjMakFHDy7sC"
"2567","Metodología para el analisis de sentencias de la Corte Constitucional desde la perspectiva de equidad de género",0,2022,"IjCSPb-OGe4C"
"2568","Algunas consideraciones sobre el concepto de Familia a partir de pronunciamientos de la Corte Constitucional",0,2022,"UeHWp8X0CEIC"
"2569","Agudización de la violencia intrafamiliar por el COVID-19. El caso de la ciudad de Medellín, Colombia",0,2020,"9yKSN-GCB0IC"
"2570","Pedagogía queer en la escuela",0,2019,"d1gkVwhDpl0C"
"2571","Dificultades para el acceso a la pensión por vejez y su repercusión en el ámbito laboral del empleado",1,2019,"zYLM7Y9cAGgC"
"2572","Software para la gestión de riesgos en las prácticas forenses de derecho basado en los principios de la norma ISO 31000 e ISO 27005.",0,2022,"_FxGoFyzp5QC"
"2573","Análisis del Phishing y la Ley de delitos informáticos en Colombia",0,2021,"eQOLeE2rZwMC"
"2574","Análisis a los procesos de formación de los profesores en ejercicio en las Escuelas Normales Superiores",0,2020,"ufrVoPGSRksC"
"2575","La protección de los consumidores financieros",16,2013,"qjMakFHDy7sC"
"2576","Historia de las Organizaciones sociales de base",15,2011,"UeHWp8X0CEIC"
"2577","Historia de las organizaciones sociales de base",15,2011,"d1gkVwhDpl0C"
"2578","El panóptico más allá de vigilar y castigar",11,2017,"eQOLeE2rZwMC"
